book_id,original_title,isbn13,authors,original_publication_year
9323,Under The Net,9780140014460.0,Iris Murdoch,1954.0
9324,Capital,9780571234610.0,John Lanchester,2012.0
9325,Lenobia's Vow,9781250000250.0,"P.C. Cast, Kristin Cast",2012.0
9326,,9781533344340.0,Elle Kennedy,2016.0
9327,"Artemis Fowl Boxed Set (Artemis Fowl, #1-5)",9780545010090.0,Eoin Colfer,2003.0
9328,,,Shana Norris,2011.0
9329,The Lewis Man,9780857382210.0,Peter  May,2011.0
9330,The Elves of Cintra ,9780345484120.0,Terry Brooks,2007.0
9331,Priestess of the White,9780060815710.0,Trudi Canavan,2005.0
9332,,,Jessica Sorensen,2011.0
9333,The Gemini Contenders,9780553282090.0,Robert Ludlum,1976.0
9334,"The Field of Swords (Emperor, #3)",9780440240970.0,Conn Iggulden,2005.0
9335,Abandon,9780312537400.0,Blake Crouch,2009.0
9336,Final Jeopardy,9780671010130.0,Linda Fairstein,1996.0
9337,April 1865: The Month That Saved America (P.S.),9780060899680.0,Jay Winik,2001.0
9338,The Haunted,9781416978950.0,Jessica Verday,2010.0
9339,,9781414310600.0,Dee Henderson,2001.0
9340,Tell Me Three Things,9780553535650.0,Julie Buxbaum,2016.0
9341,"The It Girl (It Girl, Book 1)",9780316011850.0,Cecily von Ziegesar,2005.0
9342,Single White Vampire,9780505525530.0,Lynsay Sands,2003.0
9343,"The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)",9780312875050.0,Robert Jordan,1990.0
9344,Social Intelligence: The New Science of Human Relationships,9780553803520.0,Daniel Goleman,2006.0
9345,,9789710573650.0,"HaveYouSeenThisGirL, Jan Irene Villar",2013.0
9346,Call Me Irresistible,9780061351520.0,Susan Elizabeth Phillips,2010.0
9347,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,9781401900120.0,Robin S. Sharma,1999.0
9348,Promise Not to Tell,9780061143310.0,Jennifer McMahon,2007.0
9349,A Modern Witch,,Debora Geary,2011.0
9350,The Traveler's Gift: Seven Decisions that Determine Personal Success,9780785273230.0,Andy Andrews,2002.0
9351,Shine Not Burn,,Elle Casey,2013.0
9352,Double Identity,9780689873800.0,Margaret Peterson Haddix,2005.0
9353,,9781476745370.0,"Si Robertson, Mark Schlabach",2013.0
9354,Darth Paper Strikes Back,9781419700280.0,Tom Angleberger,2011.0
9355,The Girl in the Steel Corset,9780373210340.0,Kady Cross,2011.0
9356,Gut gegen Nordwind,9783552060420.0,Daniel Glattauer,2006.0
9357,My Brother Sam Is Dead,9780439783610.0,"James Lincoln Collier, Christopher Collier",1974.0
9358,Dream Man,9780671019750.0,Linda Howard,1994.0
9359,Rubicon: The Last Years of the Roman Republic,9781400078970.0,Tom Holland,2003.0
9360,"The Green Mile, Part 6: Coffey on the Mile",9780140258620.0,Stephen King,1996.0
9361,,9780142400010.0,Laurie Halse Anderson,2002.0
9362,"Nice Girls Don't Have Fangs (Jane Jameson, #1)",9781416589430.0,Molly Harper,2009.0
9363,Belinda,9780425176660.0,"Anne Rice, Anne Rampling",1986.0
9364,When Beauty Tamed the Beast,9780062021270.0,Eloisa James,2011.0
9365,Miles to Go,9781439191380.0,Richard Paul Evans,2011.0
9366,The Gift,9780671702500.0,Julie Garwood,1991.0
9367,My Friend Dahmer,9781419702170.0,Derf Backderf,2012.0
9368,The Lion's Lady,9780671737830.0,Julie Garwood,1988.0
9369,,9781250065930.0,Mary Kay Andrews,2015.0
9370,Heart on a Chain,,Cindy C. Bennett,2010.0
9371,The Legend of Luke,9780142501090.0,Brian Jacques,1999.0
9372,The Sheep-Pig,9780375829700.0,"Dick King-Smith, Maggie Kneen",1983.0
9373,Wishin' and Hopin': A Christmas Story,,Wally Lamb,2009.0
9374,Dream Team,9780345520490.0,Jack McCallum,2012.0
9375,Influencer: The Power to Change Anything,9780071484990.0,"Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler",2007.0
9376,The Hand of Oberon - The Courts of Chaos ,9780380016650.0,Roger Zelazny,1976.0
9377,No Place to Run,9780425238200.0,Maya Banks,2010.0
9378,"The Dragonslayer (Bone, #4)",9780439706380.0,"Jeff Smith, Steve Hamaker",1997.0
9379,Eat to Live,9780316735510.0,Joel Fuhrman,2003.0
9380,A Week to Be Wicked,9780062049870.0,Tessa Dare,2012.0
9381,,9780312643000.0,Ann M. Martin,2014.0
9382,Claimed By Shadow,9780451461520.0,Karen Chance,2007.0
9383,"Meet Samantha: An American Girl (American Girls: Samantha, #1)",9780937295810.0,"Susan S. Adler, Renée Graef, Nancy Niles",1986.0
9384,The Secret Scripture,9780571215290.0,Sebastian Barry,2008.0
9385,Batwoman: Elegy,9781401226920.0,"Greg Rucka, J.H. Williams III, Rachel Maddow",2010.0
9386,When the Emperor Was Divine,9780385721810.0,Julie Otsuka,2002.0
9387,Foreplay,9780062279870.0,Sophie Jordan,2013.0
9388,Night Prey,9780006478970.0,John Sandford,1994.0
9389,Clouds of Witness,9780061043540.0,Dorothy L. Sayers,1926.0
9390,Body Movers ,9780778324830.0,Stephanie Bond,2006.0
9391,"The Nasty Bits: Collected Varietal Cuts, Useable Trim, Scraps, and Bones",9781582344520.0,Anthony Bourdain,2005.0
9392,Lincoln in the Bardo,9780812995340.0,George Saunders,2017.0
9393,Zero History,9780399156820.0,William Gibson,2010.0
9394,Sophie & Carter,9781935089440.0,Chelsea Fine,2011.0
9395,Small Steps,9780385733140.0,Louis Sachar,2006.0
9396,The Wicked Girls,9781847445210.0,Alex Marwood,2008.0
9397,Agents of Light and Darkness,9780441011130.0,Simon R. Green,2003.0
9398,Stand on Zanzibar,9781857988370.0,John Brunner,1968.0
9399,Homer's Odyssey ,9780385343860.0,Gwen Cooper,2009.0
9400,Sad Cypress,9780007120710.0,Agatha Christie,1940.0
9401,Avatar: Last Airbender v. 1 (Avatar (Graphic Novels)),9781595328920.0,"Michael Dante DiMartino, Bryan Konietzko",2006.0
9402,Five Go to Smuggler's Top,9780340796180.0,Enid Blyton,1942.0
9403,Indemnity Only,9780440210700.0,Sara Paretsky,1982.0
9404,Five Run Away Together,9780340796180.0,Enid Blyton,1944.0
9405,The Promise,9780751505540.0,Danielle Steel,1977.0
9406,A Redbird Christmas,9780345480260.0,Fannie Flagg,2004.0
9407,The Haj,9780553248650.0,Leon Uris,1984.0
9408,The Darkest Road,9780451451800.0,Guy Gavriel Kay,1986.0
9409,Summer of My German Soldier,9780440900570.0,Bette Greene,1973.0
9410,Rogues,9780345537260.0,"George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss",2014.0
9411,,,Jodi Daynard,2012.0
9412,Bound by Honor,9781311736420.0,Cora Reilly,2014.0
9413,,,Tijan,2016.0
9414,Deeper than Midnight,9780440246110.0,Lara Adrian,2011.0
9415,Mercy Blade,9780451463720.0,Faith Hunter,2011.0
9416,I Do (But I Don't),9780743496970.0,Cara Lockwood,2003.0
9417,Skippyjon Jones in Mummy Trouble (Skippyjon Jones),9780525477550.0,Judy Schachner,2006.0
9418,Daily Rituals: How Artists Work,9780307273600.0,Mason Currey,2013.0
9419,The Boy Who Came Back from Heaven,9781414336060.0,"Kevin Malarkey, Alex Malarkey",2010.0
9420,,,Kitty French,2013.0
9421,An Incomplete Revenge,9780719569520.0,Jacqueline Winspear,2008.0
9422,The Night Sister,9780385538510.0,Jennifer McMahon,2015.0
9423,,9780552163290.0,Sarra Manning,2011.0
9424,Tales from Earthsea,9780441011250.0,Ursula K. Le Guin,2001.0
9425,El ruido de las cosas al caer,9781594487480.0,"Juan Gabriel Vásquez, Anne McLean",2011.0
9426,,2940012482140.0,Ruth Cardello,2011.0
9427,Ashley Bell,9780345545960.0,Dean Koontz,2015.0
9428,Johnny Mnemonic,9780002246190.0,"William Gibson, Terry Bisson",1981.0
9429,Rogue Squadron,9780553568010.0,Michael A. Stackpole,1996.0
9430,Fine Things,9780440244060.0,Danielle Steel,1987.0
9431,The Chase,9780399154390.0,Clive Cussler,2007.0
9432,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,9780143036530.0,"Neil Postman, Andrew Postman",1985.0
9433,"Nerilka's Story (Pern: Dragonriders of Pern, #5)",9780345419580.0,Anne McCaffrey,1986.0
9434,King of Foxes,9780380803260.0,Raymond E. Feist,2003.0
9435,Hairy Maclary from Donaldson's Dairy,9780670913500.0,Lynley Dodd,1983.0
9436,Wonderful Tonight: An Autobiography,9780307393840.0,"Pattie Boyd, Penny Junor",2007.0
9437,The Obituary Writer,9780393346770.0,Ann Hood,2013.0
9438,Tunnels,9781905294430.0,"Roderick Gordon, Brian  Williams",2007.0
9439,The Beatles: The Biography,9780316013310.0,Bob Spitz,2005.0
9440,Lie Down With Lions,9780451210460.0,Ken Follett,1985.0
9441,Hulk: Planet Hulk,9780785122460.0,"Greg Pak, Aaron Lopresti, Carlo Pagulayan, Juan Santacruz, Gary Frank, Takeshi Miyazawa",2007.0
9442,Elizabeth: The Struggle for the Throne,9780060959520.0,David Starkey,2000.0
9443,"Rumors of War (Children of the Promise, Vol 1)",9781573451990.0,Dean Hughes,1997.0
9444,Journal 64,9788756795460.0,Jussi Adler-Olsen,2010.0
9445,بضع ساعات في يوم ما,,محمد صادق,2012.0
9446,The Single Girl's To-Do List,9780007345630.0,Lindsey Kelk,2011.0
9447,Rama Revealed: The Ultimate Encounter,9781857232520.0,"Arthur C. Clarke, Gentry Lee",1993.0
9448,The Redhead Revealed,9781936305380.0,Alice Clayton,2010.0
9449,Skin,9781595542780.0,Ted Dekker,2006.0
9450,Clariel: The Lost Abhorsen,9780061561560.0,Garth Nix,2014.0
9451,Death at La Fenice,9780060740690.0,Donna Leon,1992.0
9452,The Big Nowhere,9780099366610.0,James Ellroy,1988.0
9453,In This Mountain (Mitford),9780143035080.0,Jan Karon,2002.0
9454,Code to Zero,9780451216720.0,Ken Follett,2000.0
9455,The Old Curiosity Shop,9780140437420.0,"Charles Dickens, Norman Page",1840.0
9456,Dibs in Search of Self: Personality Development in Play Therapy,9780345339260.0,Virginia M. Axline,1964.0
9457,フルーツバスケット 14,9781595324090.0,"Natsuki Takaya, Alethea Nibley, Athena Nibley",2004.0
9458,"Hawkeye, Volume 2: Little Hits",9780785165640.0,"Matt Fraction, David Aja, Francesco Francavilla, Steve Lieber, Jesse Hamm, Annie Wu, Matt Hollingsworth, Chris Eliopoulos",2013.0
9459,Hands of Light: A Guide to Healing Through the Human Energy Field,9780553345390.0,"Barbara Ann Brennan, Jos. A. Smith",1987.0
9460,Příliš hlučná samota,9780349102630.0,Bohumil Hrabal,1976.0
9461,"The Complete Wreck (A Series of Unfortunate Events, Books 1-13)",9780061119060.0,"Lemony Snicket, Brett Helquist",2006.0
9462,,9781608196260.0,Shannon Hale,2012.0
9463,Pebble in the Sky,9780553293420.0,Isaac Asimov,1950.0
9464,Too Good To Be True,9780373773560.0,Kristan Higgins,2009.0
9465,"Ultimate Spider-Man, Volume 1: Power and Responsibility",9780785107870.0,"Brian Michael Bendis, Mark Bagley",2001.0
9466,,,Shelly Crane,2012.0
9467,,,M. Pierce,2013.0
9468,Mortal Prey,9780425189860.0,John Sandford,2002.0
9469,"One, Two, Buckle My Shoe",9781572703860.0,"Agatha Christie, Hugh Fraser",1940.0
9470,Gemina,9780553499160.0,"Amie Kaufman, Jay Kristoff, Marie Lu",2016.0
9471,Staying Fat for Sarah Byrnes,9780060094900.0,Chris Crutcher,1993.0
9472,Lorna Doone: A Romance of Exmoor,9780143039330.0,"R.D. Blackmore, Michelle Allen",1869.0
9473,Maktub,9788408057240.0,Paulo Coelho,1994.0
9474,"Head Over Heels (Lucky Harbor, #3)",,Jill Shalvis,2011.0
9475,Adam,9781595540070.0,Ted Dekker,2008.0
9476,The Clocks,9781572703930.0,"Agatha Christie, Robin Bailey",1963.0
9477,The one I left behind,9780062122550.0,Jennifer McMahon,2013.0
9478,Tao of Pooh and Te of Piglet Boxed Set,9780140951450.0,Benjamin Hoff,1992.0
9479,Manga Classics: Les Misérables,9781927925160.0,"Stacy King, SunNeko Lee, Crystal S. Chan, Victor Hugo",2014.0
9480,The Orc King,9780786943400.0,R.A. Salvatore,2007.0
9481,The Dolphins of Pern,9780345419380.0,Anne McCaffrey,1994.0
9482,Succulent Wild Woman,9780684833770.0,S.A.R.K.,1997.0
9483,Any Human Heart,9781400031010.0,William  Boyd,2002.0
9484,The Abduction,9781444736940.0,John Grisham,2010.0
9485,"Die Henkerstochter und der König der Bettler (Band 3 aus der Reihe ""Die Henkerstochter-Saga"")",,"Oliver Pötzsch, Lee Chadeayne",2010.0
9486,,,E.L. James,2012.0
9487,La Carte et le territoire,9782081246330.0,Michel Houellebecq,2010.0
9488,Festive in Death,9780399164450.0,J.D. Robb,2014.0
9489,Rainbow Boys,9780689857710.0,Alex   Sanchez,2001.0
9490,The Penderwicks on Gardam Street,9780375840910.0,Jeanne Birdsall,2008.0
9491,A Bite to Remember,9780060774070.0,Lynsay Sands,2006.0
9492,Paganinikontraktet,9781250024110.0,"Lars Kepler, Laura A. Wideburg",2010.0
9493,The Reef,9780515126080.0,Nora Roberts,1998.0
9494,They Do it with Mirrors,9780451199900.0,Agatha Christie,1952.0
9495,5 Very Good Reasons to Punch a Dolphin in the Mouth (and Other Useful Guides),9781449401160.0,Matthew Inman,2010.0
9496,Just a Mess (Look-Look),9780307119480.0,Mercer Mayer,1987.0
9497,See Jane Date,9780373250110.0,Melissa Senate,2001.0
9498,The Gods of War,9780440241610.0,Conn Iggulden,2006.0
9499,Pushing Ice,9780441014020.0,Alastair Reynolds,2005.0
9500,Heaven,9780312656290.0,Alexandra Adornetto,2012.0
9501,The Last Time We Say Goodbye,9780062318470.0,Cynthia Hand,2015.0
9502,The Secret Art of Dr. Seuss,9780679434480.0,"Dr. Seuss, Maurice Sendak, Audrey Geisel",1995.0
9503,Christ the Lord: Out of Egypt,9780345436830.0,Anne Rice,2005.0
9504,The Obelisk Gate,9780356508370.0,N.K. Jemisin,2016.0
9505,Reasons To Stay Alive ,9781782115080.0,Matt Haig,2015.0
9506,The Children's Book,9780307272100.0,A.S. Byatt,2009.0
9507,,9781416563100.0,Sandra Brown,2010.0
9508,The Shadowy Horses,9780515124640.0,Susanna Kearsley,1997.0
9509,Joey Pigza Swallowed the Key (Joey Pigza Books),9780064408330.0,Jack Gantos,1998.0
9510,Among the Mad,9781427206050.0,"Jacqueline Winspear, Orlagh Cassidy",2009.0
9511,,9780670020870.0,Jane Green,
9512,شكلها باظت,,عمر طاهر,2003.0
9513,Olivia Joules And The Overactive Imagination,9780143035370.0,Helen Fielding,2003.0
9514,Unfamiliar Fishes,9781594487870.0,Sarah Vowell,2011.0
9515,Johannes Cabal the Necromancer,9780385528080.0,Jonathan L. Howard,2009.0
9516,The Way the Crow Flies,9780060586380.0,Ann-Marie MacDonald,2003.0
9517,イン ザ・ミソスープ,9780143035700.0,"Ryū Murakami, Ralph McCarthy",1997.0
9518,"Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope That Matters",9780525951360.0,Timothy J. Keller,2009.0
9519,Amy & Isabelle,9780375705200.0,Elizabeth Strout,1998.0
9520,Red Sparrow,9781476706120.0,Jason  Matthews,2013.0
9521,Operation Mincemeat: The True Spy Story That Changed the Course of World War II,9780747598690.0,Ben Macintyre,2010.0
9522,Beyond Band of Brothers: The War Memoirs of Major Dick Winters,9780425208140.0,"Dick Winters, Cole C. Kingseed",2006.0
9523,Beautiful You,9780385538040.0,Chuck Palahniuk,2014.0
9524,The Locket,9780671004230.0,Richard Paul Evans,1998.0
9525,Shadows Linger,9780812508420.0,Glen Cook,1984.0
9526,Honor Among Enemies,9780671877840.0,David Weber,1996.0
9527,Altered,9780316197080.0,Jennifer Rush,2013.0
9528,Obsession in Death,9780399170870.0,J.D. Robb,2015.0
9529,,9781451617860.0,Dave Ramsey,2011.0
9530,Agatha Raisin and the Quiche of Death,9780312939170.0,M.C. Beaton,1992.0
9531,Crush,9780300107890.0,Richard Siken,2005.0
9532,"Marvelous Land of Oz, The",9780140350420.0,"L. Frank Baum, David McKee",1904.0
9533,Reservation Blues,9780802141900.0,Sherman Alexie,1995.0
9534,,9780743296880.0,Joel Osteen,
9535,,,Aurora Rose Reynolds,2014.0
9536,フルーツバスケット 15,9781598160240.0,"Natsuki Takaya, Alethea Nibley, Athena Nibley",2004.0
9537,Plenty,9780091933680.0,Yotam Ottolenghi,2010.0
9538,Agent to the stars,9781596060200.0,John Scalzi,2004.0
9539,The First Confessor,9780615651020.0,Terry Goodkind,2012.0
9540,In der Strafkolonie,,Franz Kafka,1919.0
9541,The Second Ship,9780981546260.0,Richard   Phillips,2006.0
9542,The Beet Queen,9780060835280.0,Louise Erdrich,1985.0
9543,,9781479372740.0,E.L. Montes,2012.0
9544,The Wave,9780440993710.0,"Morton Rhue, Todd Strasser",1981.0
9545,"""...And Ladies of the Club""",9780425174400.0,Helen Hooven Santmyer,1982.0
9546,Secondhand Souls,9780061779790.0,Christopher Moore,2015.0
9547,The Cinderella Murder ,9781476763120.0,"Mary Higgins Clark, Alafair Burke",2014.0
9548,Vicious,,L.J. Shen,2016.0
9549,La vie de Gargantua et de Pantagruel,9780140445500.0,"François Rabelais, M.A. Screech",1532.0
9550,When Will Jesus Bring the Pork Chops?,9781401308220.0,George Carlin,2004.0
9551,,9780545448680.0,Brian Selznick,2015.0
9552,The Last Werewolf,9781847679440.0,Glen Duncan,2011.0
9553,進撃の巨人 悔いなき選択 1,9781612629410.0,"Hajime Isayama, Hikaru Suruga, Gan Sunaaku",2014.0
9554,What's the Matter with Kansas? How Conservatives Won the Heart of America,9780805077740.0,Thomas Frank,2004.0
9555,شاب كشك في رحلة البحث عن الجادون,9789776337590.0,عمرو سلامة,2011.0
9556,Kitty Goes to Washington,9780446616420.0,Carrie Vaughn,2006.0
9557,The Carrot Seed,9780694004930.0,"Ruth Krauss, Crockett Johnson",1945.0
9558,Reasonable Doubt: Volume 3,,Whitney G.,2014.0
9559,Riding the Bullet,9780743525880.0,"Stephen King, Josh Hamilton",2000.0
9560,"Relentless (The Lost Fleet, #5)",9780441017090.0,Jack Campbell,2009.0
9561,Нос,9780688104640.0,"Nikolai Gogol, Kevin Hawkes",1836.0
9562,Kitty and the Silver Bullet,9780446618760.0,Carrie Vaughn,2008.0
9563,La Société du Spectacle,9780942299790.0,"Guy Debord, Donald Nicholson-Smith",1967.0
9564,SilverFin,9780786836610.0,Charlie Higson,2005.0
9565,Winter Stroll,9780316261140.0,Elin Hilderbrand,2015.0
9566,Attack of the Deranged Mutant Killer Monster Snow Goons: A Calvin and Hobbes Collection,9781417642170.0,Bill Watterson,1992.0
9567,Crewel,9780374316420.0,Gennifer Albin,2012.0
9568,Helmet For My Pillow (Military History (Ibooks)),9780743413080.0,Robert Leckie,1957.0
9569,The Hate U Give,9780062498530.0,Angie Thomas,2017.0
9570,المانيفستو,9789992195840.0,مصطفى إبراهيم,2013.0
9571,,9780345511560.0,Drew Karpyshyn,2009.0
9572,,9780988474410.0,S.H. Kolee,2012.0
9573,Keep Holding On,9780670012250.0,Susane Colasanti,2012.0
9574,The Private Patient,9780571242440.0,P.D. James,2008.0
9575,Flag in Exile,9780671876810.0,David Weber,1995.0
9576,The medium is the massage,9781584230700.0,"Marshall McLuhan, Quentin Fiore, Jerome Agel",1967.0
9577,The Chronicles of Pern: First Fall,9780552139140.0,Anne McCaffrey,1993.0
9578,ベルセルク 1,9781593070200.0,"Kentaro Miura, Jason DeAngelis",1990.0
9579,The Autograph Man,9780375703870.0,Zadie Smith,2002.0
9580,,9781682309810.0,Vi Keeland,2017.0
9581,"Courageous (Lost Fleet Series, #3)",9780441015670.0,Jack Campbell,2006.0
9582,Ruby,9780804188240.0,Cynthia Bond,2014.0
9583,My Soul to Steal,9780373210280.0,Rachel Vincent,2010.0
9584,On the Way to Wedding,9780060531260.0,Julia Quinn,2006.0
9585,Messenger of Truth,9780805078980.0,Jacqueline Winspear,2006.0
9586,The Rogue,9781841495930.0,Trudi Canavan,2011.0
9587,The Seven Storey Mountain,9780156010860.0,"Thomas Merton, Robert Giroux, William H. Shannon",1948.0
9588,The Keep,9781400043930.0,Jennifer Egan,2006.0
9589,Scaredy Squirrel,9781553379590.0,Mélanie Watt,2006.0
9590,Apathy and Other Small Victories,9780312351750.0,Paul Neilan,2006.0
9591,Gathering Darkness,9781101623210.0,"Morgan Rhodes, Michelle Rowen",2014.0
9592,The Survivors Club,9780553589450.0,Lisa Gardner,2002.0
9593,,9780425220160.0,Nalini Singh,2008.0
9594,,9780061689380.0,Jennifer McMahon,2011.0
9595,Star Wars: The Force Awakens,9781101965500.0,"Alan Dean Foster, Lawrence Kasdan, J.J. Abrams, Michael Arndt",2015.0
9596,Sugar and Spice (L.A. Candy #3),9780061767630.0,Lauren Conrad,2010.0
9597,Grave Dance,9780451464100.0,Kalayna Price,2011.0
9598, ソウルイーター 2,9780759530480.0,Atsushi Ohkubo,2004.0
9599,Z for Zachariah,9780435122120.0,Robert C. O'Brien,1974.0
9600,Await Your Reply,9780345476030.0,Dan Chaon,2009.0
9601,Superman: Whatever Happened to the Man of Tomorrow?,9781563893160.0,"Alan Moore, Curt Swan, George Pérez, Kurt Schaffenberger",1985.0
9602,Track of the Cat,9780380721640.0,Nevada Barr,1993.0
9603,The Mane Event,9780758220360.0,Shelly Laurenston,2007.0
9604,Lawrence in Arabia,9780385532920.0,Scott Anderson,2013.0
9605,Essays and Poems,9781593080760.0,"Ralph Waldo Emerson, Peter Norberg",1856.0
9606,La increíble y triste historia de la cándida Eréndira y de su abuela desalmada,9780060751590.0,"Gabriel García Márquez, Gregory Rabassa",1972.0
9607,Singularity Sky,9781841493340.0,Charles Stross,2003.0
9608,Henry & Ramona,9780871297490.0,Cynthia J. McGean,1997.0
9609,The White Rose,9780812508440.0,Glen Cook,1985.0
9610,"""حكايات فرغلي المستكاوي ""حكايتى مع كفر السحلاوية",9789774881300.0,حسن الجندي,2013.0
9611,All Fall Down,9780545654750.0,Ally Carter,2015.0
9612,La Chartreuse de Parme,9780679783180.0,"Stendhal, Richard Howard, Robert Andrew Parker",1839.0
9613,Little Mercies,9780778316340.0,Heather Gudenkauf,2014.0
9614,The Faithful Spy,9780345478990.0,Alex Berenson,2006.0
9615,Snowflake Bentley (Caldecott Medal Book),9780395861620.0,"Jacqueline Briggs Martin, Mary Azarian",1998.0
9616,The Book of Luke,9781416520400.0,Jenny O'Connell,2007.0
9617,Fame,9780842387440.0,Karen Kingsbury,2005.0
9618,To Challenge a Dragon,9781420103730.0,G.A. Aiken,2004.0
9619,Bad Romeo,,Leisa Rayven,2014.0
9620,,9780374518170.0,Elizabeth Bishop,1980.0
9621,Day After Night,9780743299850.0,Anita Diamant,2009.0
9622,"High Druid of Shannara, vol. 1: Jarka Ruus",9780345483900.0,Terry Brooks,2003.0
9623,"Look Homeward, Angel",9780743297320.0,Thomas Wolfe,1929.0
9624,Cradle to Cradle: Remaking the Way We Make Things,9780865475880.0,"William McDonough, Michael Braungart",2002.0
9625,"Healthy Sleep Habits, Happy Child",9780449004030.0,Marc Weissbluth,1987.0
9626,Transmetropolitan Vol. 4: The New Scum,9781563896280.0,"Warren Ellis, Darick Robertson, Rodney Ramos, Keith Akin",2000.0
9627,The Hand That First Held Mine,9780547330790.0,Maggie O'Farrell,2009.0
9628,The Fourth Estate,9780061092040.0,Jeffrey Archer,1996.0
9629,The Man Who Listens to Horses,9780345427050.0,"Monty Roberts, Lucy Grealy, Lawrence Scanlan",1997.0
9630,Oblivion,9780316010760.0,David Foster Wallace,2004.0
9631,The Holy Blood and the Holy Grail,,"Michael Baigent, Richard Leigh, Henry Lincoln",1982.0
9632,Falling Man,9781416546020.0,"Don DeLillo, محمدصادق رئیسی",2007.0
9633,Endgame: The Calling,9780062332580.0,"James Frey, Nils Johnson-Shelton",2014.0
9634,Annabel,9780062237380.0,Lauren Oliver,2012.0
9635,Mystery,9780345505700.0,Jonathan Kellerman,2011.0
9636, The Sea of Trolls,9780689867460.0,Nancy Farmer,2004.0
9637,Kinesen,9780307271860.0,"Henning Mankell, Laurie Thompson",2008.0
9638,Day 21,9780316234560.0,Kass Morgan,2014.0
9639,Daisy Fay and the Miracle Man,9780345485600.0,Fannie Flagg,1981.0
9640,Against All Enemies,9780399157300.0,"Tom Clancy, Peter Telep",2011.0
9641,The Girl in the Red Coat,9780571313240.0,Kate Hamer,2015.0
9642,Keep the Aspidistra Flying,9780141183720.0,George Orwell,1936.0
9643,The Gate Thief,9780765326580.0,Orson Scott Card,2013.0
9644,My Lady Jane,,"Cynthia Hand, Brodi Ashton, Jodi Meadows",2016.0
9645,Time’s Arrow,9780679735720.0,Martin Amis,1991.0
9646,,,Marcia Clark,2016.0
9647,I Am the Cheese,9780141300510.0,Robert Cormier,1977.0
9648,Soul On Ice,9780385333800.0,Eldridge Cleaver,1968.0
9649,Ethica: Ordine geometrico demonstrata,9780140435720.0,"Baruch Spinoza, Edwin M. Curley, Stuart Hampshire, Edwin Curley",1677.0
9650,Nine Parts of Desire: The Hidden World of Islamic Women,9780385475780.0,Geraldine Brooks,1994.0
9651,You'll Grow Out of It,9781455531190.0,Jessi Klein,2016.0
9652,Truce,9780988573220.0,R.L. Mathewson,2013.0
9653,"The Elvenbane (Halfblood Chronicles, #1)",9780812511760.0,"Andre Norton, Mercedes Lackey",1991.0
9654,El palacio de la medianoche,9780316044740.0,"Carlos Ruiz Zafón, Lucia Graves",1998.0
9655,Treasure,9780671704650.0,Clive Cussler,1988.0
9656,"Vampire, Interrupted",9780061229770.0,Lynsay Sands,2008.0
9657,Invisible Prey,9780399154220.0,John Sandford,2007.0
9658,The Prefect,9780575077160.0,Alastair Reynolds,2007.0
9659,Daughter,9781405915300.0,Jane Shemilt,2014.0
9660,"DC: The New Frontier, Volume 1",9781401203500.0,"Darwyn Cooke, Dave Stewart, Jared K. Fletcher",2004.0
9661,"Hello, Mrs. Piggle-Wiggle",9780064401490.0,"Betty MacDonald, Alexandra Boiger",1955.0
9662,Web of Lies,9781439147990.0,Jennifer Estep,2010.0
9663,Ya-Yas in Bloom,9780007201100.0,Rebecca Wells,2005.0
9664,Le secret de la Licorne,9780316358320.0,Hergé,1943.0
9665,Judy Moody,9780763612310.0,"Megan McDonald, Peter H. Reynolds",2000.0
9666,Dataclysm: Who We Are (When We Think No One's Looking),9780385347370.0,Christian Rudder,2014.0
9667,Die fröhliche Wissenschaft,9780394719860.0,"Friedrich Nietzsche, Walter Kaufmann",1882.0
9668,The Broken Kingdoms,9780316043960.0,N.K. Jemisin,2010.0
9669,The Three,9780316242900.0,Sarah Lotz,2014.0
9670,Trump: The Art of the Deal,9780345479170.0,"Donald J. Trump, Tony Schwartz",1987.0
9671,First Term at Malory Towers,9780749744820.0,Enid Blyton,1946.0
9672,The Night is for Hunting,9780439858040.0,John Marsden,1998.0
9673,フルーツバスケット 3,9781591826060.0,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999.0
9674,After Anna,,Alex Lake,2015.0
9675,Dune: House Corrino,9780553580330.0,"Brian Herbert, Kevin J. Anderson",2001.0
9676,Fantasy In Death,9780399156240.0,J.D. Robb,2010.0
9677,The Devil You Know,9780446580300.0,Mike Carey,2006.0
9678,Tempting the Player,9781622668990.0,"J. Lynn, Jennifer L. Armentrout",2012.0
9679,उपनिषद [Upaniṣad],9780140441640.0,"Anonymous, Juan Mascaró",-500.0
